"County","Sector","2022","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","Total Usage"
"SAN JOAQUIN","Non-Residential","    3680.678009","    3443.134121","    3576.846695","    3695.335936","    3809.631910","    3754.001342","    3682.738901","    3404.482176","    3453.172008","    3791.431028","    3583.865385","    3547.012791","    3501.448830","    3582.983519","    3601.066532","    3740.002959","    4057.454074","    4075.680137","    3766.078706","    3334.659445","    3730.531070","    3688.765079","    3705.511869","    3979.863261","    3156.430289","    3421.327141","    3230.273864","    3176.272082","    2805.244824","    3054.979564","    2615.142395","    2487.108299","    2708.302794","  114841.457035"
"SAN JOAQUIN","Residential","    2090.602041","    2079.008072","    2098.085754","    1853.982640","    1806.790014","    1860.334346","    1752.756823","    1740.564559","    1762.179500","    1738.216317","    1751.866040","    1706.812373","    1683.769270","    1726.127082","    1706.381743","    1700.575470","    1715.333017","    1651.854559","    1631.609847","    1575.083561","    1474.046734","    1410.461687","    1461.393055","    1381.496931","    1359.676681","    1320.510486","    1309.102617","    1213.722881","    1193.755366","    1202.847795","    1202.711990","    1183.308681","    1160.007393","   52504.975325"
"SAN JOAQUIN","Total","    5771.280050","    5522.142193","    5674.932449","    5549.318577","    5616.421924","    5614.335689","    5435.495723","    5145.046735","    5215.351507","    5529.647345","    5335.731424","    5253.825163","    5185.218099","    5309.110601","    5307.448275","    5440.578429","    5772.787091","    5727.534697","    5397.688554","    4909.743006","    5204.577804","    5099.226766","    5166.904923","    5361.360192","    4516.106970","    4741.837626","    4539.376481","    4389.994962","    3999.000190","    4257.827359","    3817.854385","    3670.416980","    3868.310187","  167346.432356"
"SAN LUIS OBISPO","Non-Residential","    1035.849723","    1012.406689","     989.500196","    1062.486643","    1116.543303","    1111.739046","    1093.812606","    1069.261380","    1083.930892","    1090.270659","    1049.640467","    1017.143940","     999.213128","    1023.532145","    1053.051468","    1081.142490","     907.866898","     919.418046","     948.527611","     926.231289","     921.316703","     858.616927","     824.821918","     790.899097","     718.320353","     740.111989","     702.766534","     677.441091","     670.953133","     661.732919","     635.577120","     629.116365","     659.252135","   30082.494903"
"SAN LUIS OBISPO","Residential","     693.630574","     669.753689","     682.177547","     634.883144","     639.515411","     648.086605","     633.314302","     631.444914","     629.976098","     659.505762","     664.359012","     655.565457","     656.596407","     667.990072","     673.005960","     671.502715","     682.400950","     651.182676","     636.833803","     624.871550","     542.056328","     625.813944","     599.986775","     586.123223","     561.133148","     538.657641","     524.969428","     505.762762","     493.122675","     493.668203","     483.462830","     493.915381","     487.020224","   20042.289210"
"SAN LUIS OBISPO","Total","    1729.480297","    1682.160378","    1671.677742","    1697.369787","    1756.058714","    1759.825651","    1727.126908","    1700.706294","    1713.906989","    1749.776421","    1713.999479","    1672.709396","    1655.809535","    1691.522216","    1726.057428","    1752.645205","    1590.267847","    1570.600721","    1585.361414","    1551.102840","    1463.373031","    1484.430871","    1424.808693","    1377.022319","    1279.453501","    1278.769631","    1227.735962","    1183.203853","    1164.075808","    1155.401121","    1119.039951","    1123.031746","    1146.272359","   50124.784108"
"SAN MATEO","Non-Residential","    2580.775624","    2500.230182","    2504.236151","    2792.667177","    2737.196397","    2824.088084","    2833.345631","    2917.375256","    2935.834875","    2943.964578","    2913.646551","    2959.934381","    3148.392997","    3355.306761","    3461.951606","    3405.481569","    3072.036970","    2974.594465","    3216.068320","    3098.555751","    2701.603461","    2754.706862","    3222.079990","    2991.725355","    2899.264542","    2872.936277","    2674.765973","    2608.135044","    2530.109789","    2539.764883","    2536.052160","    2489.600546","    2574.698985","   94571.127193"
"SAN MATEO","Residential","    1596.585910","    1592.819871","    1648.610238","    1533.454505","    1505.593747","    1519.143421","    1496.344545","    1503.194224","    1503.605519","    1571.089402","    1583.712234","    1603.043353","    1615.935908","    1613.238657","    1612.021886","    1592.800808","    1597.202515","    1568.176660","    1545.596775","    1514.099828","    1513.294060","    1475.192303","    1586.711286","    1591.034395","    1534.497299","    1483.444353","    1445.210949","    1413.561677","    1412.081315","    1415.799756","    1371.915575","    1400.528192","    1392.880024","   50352.421190"
"SAN MATEO","Total","    4177.361534","    4093.050053","    4152.846389","    4326.121682","    4242.790144","    4343.231505","    4329.690176","    4420.569480","    4439.440394","    4515.053980","    4497.358784","    4562.977734","    4764.328905","    4968.545418","    5073.973492","    4998.282377","    4669.239486","    4542.771125","    4761.665095","    4612.655579","    4214.897521","    4229.899165","    4808.791275","    4582.759750","    4433.761840","    4356.380630","    4119.976922","    4021.696721","    3942.191103","    3955.564639","    3907.967735","    3890.128738","    3967.579009","  144923.548380"
"SANTA BARBARA","Non-Residential","    1974.153823","    1931.892635","    1903.356487","    1983.993379","    2063.609082","    2035.731334","    2099.639015","    2346.700950","    2606.379192","    2541.954941","    2422.105665","    2436.026738","    2426.691923","    2425.310408","    2445.870709","    2363.502817","    2412.497698","    2433.323262","    2375.952646","    2221.948050","    2279.203432","    2006.912825","    2092.656755","    1993.019333","    2016.011861","    2077.341788","    1986.411789","    1917.759204","    1894.465180","    1938.906498","    1911.934757","    1861.606800","    1837.320207","   71264.191183"
"SANTA BARBARA","Residential","     829.970809","     812.866031","     837.610556","     787.770873","     757.966575","     765.008331","     758.712518","     765.618397","     805.379485","     832.415274","     837.809294","     800.656777","     801.613108","     809.260578","     815.847493","     813.870049","     773.210836","     807.202527","     789.705663","     772.948398","     742.542667","     736.789681","     773.080792","     737.409142","     719.325416","     706.492920","     682.029493","     672.124025","     670.743134","     662.362487","     655.938051","     659.268904","     647.314279","   25040.864563"
"SANTA BARBARA","Total","    2804.124632","    2744.758666","    2740.967042","    2771.764252","    2821.575657","    2800.739664","    2858.351534","    3112.319347","    3411.758677","    3374.370215","    3259.914959","    3236.683516","    3228.305031","    3234.570986","    3261.718202","    3177.372866","    3185.708535","    3240.525789","    3165.658308","    2994.896448","    3021.746099","    2743.702506","    2865.737547","    2730.428474","    2735.337278","    2783.834708","    2668.441282","    2589.883229","    2565.208314","    2601.268984","    2567.872808","    2520.875703","    2484.634486","   96305.055744"
"SANTA CLARA","Non-Residential","   12851.823410","   12275.989594","   11985.053073","   12685.661349","   12799.981080","   13046.071035","   13028.134030","   12957.915913","   12820.935566","   12650.044962","   12599.563423","   12612.754877","   12330.737652","   12578.718752","   12764.976753","   12546.958442","   11950.854622","   11670.460144","   11579.963220","   11318.491607","   10891.866553","   11764.344067","   12795.145722","   12643.554094","   12084.427393","   11824.232727","   11097.028448","   10793.251913","   10730.371738","   10853.003884","   10930.507572","   10797.183046","   10912.639425","  397172.646086"
"SANTA CLARA","Residential","    4249.975616","    4131.994279","    4382.839037","    3969.729017","    3843.226971","    3951.054809","    3797.024337","    3845.600355","    3841.433115","    3910.944151","    3884.065332","    3921.736170","    3921.376461","    3967.941101","    3953.809830","    3899.404078","    4091.214022","    3884.886840","    3777.351281","    3856.618975","    3631.752794","    3632.570304","    3816.329086","    3773.114506","    3649.258914","    3509.355246","    3408.446035","    3295.025941","    3205.731343","    3240.047942","    3148.037332","    3163.287437","    3137.451293","  123692.633950"
"SANTA CLARA","Total","   17101.799026","   16407.983873","   16367.892110","   16655.390366","   16643.208051","   16997.125845","   16825.158366","   16803.516268","   16662.368681","   16560.989113","   16483.628755","   16534.491047","   16252.114114","   16546.659852","   16718.786583","   16446.362520","   16042.068644","   15555.346984","   15357.314501","   15175.110581","   14523.619347","   15396.914371","   16611.474809","   16416.668600","   15733.686308","   15333.587973","   14505.474483","   14088.277854","   13936.103081","   14093.051826","   14078.544905","   13960.470483","   14050.090718","  520865.280038"
"SANTA CRUZ","Non-Residential","     626.322133","     582.868529","     605.951888","     651.950584","     664.268460","     664.443913","     665.171143","     680.164345","     678.870133","     679.803005","     664.415145","     655.692062","     662.923639","     680.720505","     772.063157","     823.796070","     867.030630","     836.029257","     897.870530","     819.365152","     870.314311","     922.160131","     939.241672","     896.800339","     833.453041","     890.031159","     830.886980","     850.132393","     790.806294","     796.784950","     795.291223","     761.519332","     784.942826","   25142.084931"
"SANTA CRUZ","Residential","     550.852974","     555.855669","     567.366660","     541.675227","     542.379700","     552.085230","     555.469982","     550.919481","     558.359558","     595.546246","     600.717368","     604.050524","     604.479794","     595.837012","     586.726170","     585.617026","     568.066802","     563.976657","     570.875227","     544.622983","     542.888222","     545.851588","     599.390590","     589.335049","     564.512912","     542.318643","     528.213716","     518.464139","     514.354866","     515.416561","     498.169490","     510.493279","     502.601156","   18367.490501"
"SANTA CRUZ","Total","    1177.175107","    1138.724198","    1173.318547","    1193.625810","    1206.648160","    1216.529143","    1220.641125","    1231.083826","    1237.229691","    1275.349251","    1265.132513","    1259.742586","    1267.403432","    1276.557517","    1358.789327","    1409.413096","    1435.097432","    1400.005914","    1468.745757","    1363.988135","    1413.202532","    1468.011719","    1538.632262","    1486.135388","    1397.965954","    1432.349802","    1359.100696","    1368.596532","    1305.161159","    1312.201511","    1293.460713","    1272.012610","    1287.543982","   43509.575427"
"SHASTA","Non-Residential","     828.748214","     834.910055","     804.364569","     800.624165","     823.320555","     814.171376","     818.347168","     839.567195","     817.450264","     797.815834","     785.072892","     774.854182","     778.030480","     810.307846","     851.669871","     875.997122","     866.486025","     865.828659","    1011.866970","     956.729297","     945.223080","     883.951254","     911.185253","     875.343492","     896.389477","     918.446525","     848.108111","     925.213127","     878.331151","     900.876118","     964.365215","     953.528864","     942.325049","   28599.449455"
"SHASTA","Residential","     788.712327","     818.629923","     769.989999","     728.996555","     741.375917","     758.151765","     734.110522","     719.558490","     724.296348","     747.916717","     747.845868","     746.234274","     746.223163","     756.624819","     752.490905","     741.030077","     743.374551","     710.060206","     712.930437","     689.571875","     668.142625","     639.896141","     653.242309","     642.079804","     634.757591","     626.990120","     661.759299","     615.819594","     608.054044","     598.225337","     605.132082","     606.142311","     578.296518","   23016.662513"
"SHASTA","Total","    1617.460541","    1653.539978","    1574.354568","    1529.620720","    1564.696471","    1572.323141","    1552.457689","    1559.125685","    1541.746612","    1545.732552","    1532.918760","    1521.088455","    1524.253643","    1566.932665","    1604.160776","    1617.027198","    1609.860576","    1575.888865","    1724.797407","    1646.301172","    1613.365705","    1523.847395","    1564.427563","    1517.423296","    1531.147068","    1545.436645","    1509.867411","    1541.032720","    1486.385195","    1499.101455","    1569.497297","    1559.671174","    1520.621566","   51616.111964"
"SIERRA","Non-Residential","       9.206230","       8.907173","       8.834750","       9.212758","       7.851269","       8.253800","      10.145077","       9.666619","      10.399283","       9.625740","       9.374732","       9.363421","       9.330988","      10.039351","      10.599838","      11.467064","       9.007381","       9.900346","       9.507515","      19.922779","      17.390710","      20.715837","       8.115739","       8.086342","       8.351575","       8.387507","       8.549374","       9.019513","       8.647206","       7.637668","       6.008249","       9.931283","      10.437353","     331.894470"
"SIERRA","Residential","      13.701705","      13.920609","      13.434601","      12.794655","      13.267286","      13.668834","      15.814071","      14.485732","      13.305385","      13.932695","      14.224756","      14.057830","      14.378506","      14.395892","      14.503926","      16.767126","      14.853867","      15.222934","      15.111210","      15.062219","      14.777604","      14.826266","      14.627973","      14.848177","      14.731826","      13.908981","      13.839174","      13.550549","      13.418544","      10.250577","       9.834690","      13.437381","      13.450056","     462.405637"
"SIERRA","Total","      22.907935","      22.827782","      22.269352","      22.007413","      21.118555","      21.922634","      25.959148","      24.152352","      23.704668","      23.558435","      23.599488","      23.421251","      23.709494","      24.435243","      25.103763","      28.234191","      23.861248","      25.123280","      24.618725","      34.984998","      32.168313","      35.542103","      22.743712","      22.934518","      23.083401","      22.296488","      22.388548","      22.570062","      22.065750","      17.888245","      15.842939","      23.368664","      23.887409","     794.300107"
"SISKIYOU","Non-Residential","     286.557990","     290.792952","     283.477407","     267.685765","     273.531041","     273.862647","     272.412934","     273.880630","     270.023195","     267.938657","     257.995305","     264.460649","     264.818556","     277.434253","     295.002907","     319.515191","     277.654417","     274.415537","     288.834101","     278.406037","     283.868949","     270.149297","     234.304880","     239.225768","     210.018260","     224.145192","     238.484577","     250.998891","     227.973009","     245.209370","     238.387665","     243.255605","     272.048046","    8736.769680"
"SISKIYOU","Residential","     247.703827","     245.712731","     235.652552","     227.048984","     222.112667","     234.997130","     220.425106","     220.689816","     215.488624","     232.557344","     228.174863","     235.516805","     236.689932","     240.153648","     246.870275","     243.952201","     236.556444","     235.507327","     229.832591","     231.002341","     218.073801","     212.441406","     222.355802","     222.445014","     222.079025","     226.711535","     284.668763","     208.569589","     219.433100","     211.169746","     221.741968","     214.121954","     191.862981","    7542.319892"
"SISKIYOU","Total","     534.261817","     536.505683","     519.129959","     494.734749","     495.643708","     508.859777","     492.838040","     494.570446","     485.511819","     500.496002","     486.170167","     499.977454","     501.508488","     517.587901","     541.873181","     563.467392","     514.210861","     509.922864","     518.666692","     509.408379","     501.942750","     482.590703","     456.660683","     461.670783","     432.097285","     450.856727","     523.153340","     459.568480","     447.406109","     456.379116","     460.129633","     457.377559","     463.911027","   16279.089574"
"SOLANO","Non-Residential","    2105.817055","    2091.946065","    2105.850400","    2151.891504","    2222.735561","    2122.713322","    2170.841912","    2184.834327","    2191.359932","    2190.884620","    2156.604422","    2094.829952","    2047.889878","    2142.090528","    2136.084738","    2318.345897","    2102.634350","    2110.479797","    2059.297919","    1967.644373","    1948.541421","    1909.086770","    2063.996231","    2056.738292","    1815.065891","    1727.905705","    1741.556807","    1764.508649","    1779.039515","    1732.083379","    1773.950180","    1727.166276","    1887.868643","   66602.284311"
"SOLANO","Residential","    1149.581679","    1138.432927","    1182.335882","    1054.876009","    1025.398276","    1066.547827","    1013.314924","    1010.459508","    1006.732198","    1019.922572","    1019.496309","    1012.792322","    1002.965995","    1020.946158","    1029.896529","    1011.891822","    1052.923794","     999.936654","     989.437654","     990.749264","     908.850714","     877.683849","     939.747367","     904.291865","     880.819095","     854.771901","     843.261815","     792.330617","     778.884335","     796.996857","     763.352506","     760.420748","     753.056817","   31653.106789"
"SOLANO","Total","    3255.398734","    3230.378992","    3288.186282","    3206.767513","    3248.133837","    3189.261148","    3184.156836","    3195.293835","    3198.092131","    3210.807192","    3176.100731","    3107.622274","    3050.855874","    3163.036685","    3165.981267","    3330.237719","    3155.558143","    3110.416451","    3048.735573","    2958.393637","    2857.392135","    2786.770619","    3003.743597","    2961.030157","    2695.884986","    2582.677606","    2584.818623","    2556.839267","    2557.923851","    2529.080236","    2537.302686","    2487.587024","    2640.925459","   98255.391100"
"SONOMA","Non-Residential","    1569.548056","    1540.620958","    1518.442765","    1611.762003","    1667.870271","    1689.190542","    1654.010220","    1658.502373","    1655.220790","    1617.948451","    1565.408883","    1527.524571","    1528.100286","    1530.045494","    1637.089752","    1643.688856","    1562.792993","    1517.712787","    1635.833917","    1566.145783","    1615.726483","    1517.867783","    1652.220599","    1547.922979","    1439.434152","    1444.579857","    1396.903899","    1323.958157","    1297.968038","    1284.808771","    1273.231919","    1211.898157","    1239.875024","   50143.855569"
"SONOMA","Residential","    1310.771288","    1293.561696","    1333.896817","    1262.157773","    1244.441584","    1316.804284","    1293.240837","    1275.567697","    1282.873134","    1344.377089","    1353.236745","    1358.318452","    1345.426925","    1320.485529","    1303.702774","    1272.724780","    1299.511049","    1230.002315","    1225.960748","    1187.293174","    1152.612034","    1117.004452","    1199.610148","    1191.103783","    1140.427771","    1099.953577","    1061.282895","    1032.481043","    1024.717927","    1027.350417","     989.660199","     998.355312","     987.923198","   39876.837446"
"SONOMA","Total","    2880.319344","    2834.182654","    2852.339582","    2873.919776","    2912.311855","    3005.994826","    2947.251057","    2934.070071","    2938.093923","    2962.325540","    2918.645627","    2885.843023","    2873.527211","    2850.531023","    2940.792526","    2916.413636","    2862.304041","    2747.715102","    2861.794666","    2753.438957","    2768.338517","    2634.872235","    2851.830747","    2739.026762","    2579.861923","    2544.533434","    2458.186794","    2356.439200","    2322.685965","    2312.159188","    2262.892118","    2210.253469","    2227.798222","   90020.693014"
"STANISLAUS","Non-Residential","    3219.388832","    3142.712691","    3038.671692","    2964.288812","    3007.461600","    3033.238488","    3045.655620","    3063.906915","    3045.138698","    3001.597751","    2981.824294","    2827.184710","    2808.736085","    2870.110854","    2990.030989","    3002.676044","    3048.080611","    2990.705458","    2891.071499","    2898.100102","    2860.869087","    2711.444961","    2801.876758","    2703.323119","    2626.015697","    2508.892043","    2447.023832","    2332.549228","    2283.322095","    2187.753688","    2269.231228","    2302.615775","    2217.459032","   92122.958288"
"STANISLAUS","Residential","    2025.818860","    2043.530851","    2006.458874","    1790.797984","    1795.856089","    1836.851960","    1717.313016","    1703.181613","    1724.282587","    1703.487419","    1702.323763","    1671.435124","    1639.714239","    1723.665479","    1717.681171","    1685.379996","    1739.534615","    1659.235355","    1625.588988","    1615.490153","    1509.801060","    1433.925266","    1451.731795","    1377.489813","    1367.577234","    1331.017855","    1331.309900","    1244.928194","    1255.780030","    1219.004491","    1291.823418","    1301.658558","    1196.224573","   52439.900323"
"STANISLAUS","Total","    5245.207692","    5186.243542","    5045.130567","    4755.086796","    4803.317689","    4870.090447","    4762.968636","    4767.088528","    4769.421285","    4705.085170","    4684.148057","    4498.619833","    4448.450324","    4593.776333","    4707.712160","    4688.056040","    4787.615226","    4649.940813","    4516.660488","    4513.590255","    4370.670147","    4145.370226","    4253.608554","    4080.812932","    3993.592931","    3839.909898","    3778.333732","    3577.477421","    3539.102124","    3406.758180","    3561.054646","    3604.274334","    3413.683605","  144562.858611"
"SUTTER","Non-Residential","     353.695295","     375.691821","     359.568859","     353.256746","     358.539388","     354.333515","     356.712145","     372.985007","     371.202276","     371.824423","     355.726449","     341.120630","     334.129291","     348.477576","     351.389810","     347.192774","     351.127124","     309.851389","     310.316240","     296.318855","     310.088827","     302.551386","     307.699577","     296.599484","     274.014622","     281.652166","     272.285677","     265.814439","     269.088433","     256.386884","     251.702983","     241.586002","     237.800517","   10540.730610"
"SUTTER","Residential","     307.963009","     310.853983","     310.261028","     280.273025","     275.004677","     288.427283","     271.785624","     272.439662","     276.294877","     274.871974","     279.037550","     271.238682","     265.392250","     276.723921","     277.220548","     273.719333","     275.712369","     258.963489","     253.920814","     245.301804","     228.447016","     218.281705","     232.958914","     226.282229","     222.022397","     221.102650","     219.973839","     203.000605","     203.671153","     200.471983","     201.911746","     194.811427","     191.661435","    8310.003001"
"SUTTER","Total","     661.658305","     686.545803","     669.829888","     633.529771","     633.544066","     642.760797","     628.497769","     645.424668","     647.497153","     646.696397","     634.763999","     612.359312","     599.521541","     625.201497","     628.610357","     620.912107","     626.839493","     568.814879","     564.237055","     541.620660","     538.535843","     520.833091","     540.658491","     522.881712","     496.037019","     502.754816","     492.259516","     468.815044","     472.759586","     456.858867","     453.614728","     436.397429","     429.461952","   18850.733611"
"TEHAMA","Non-Residential","     274.707338","     272.525836","     261.082592","     270.180574","     275.515378","     270.047463","     268.027819","     267.626491","     261.318932","     269.333137","     266.785923","     258.799490","     252.362148","     263.819722","     274.871349","     278.074746","     249.306503","     238.193037","     246.625792","     242.357690","     205.578677","     302.241154","     287.812742","     287.022247","     266.182281","     276.526692","     266.269342","     258.628672","     253.443873","     244.048769","     240.290545","     235.090418","     248.855515","    8633.552887"
"TEHAMA","Residential","     256.077708","     266.867399","     263.092513","     237.864304","     230.949014","     239.546503","     229.314462","     229.353815","     231.107156","     237.410612","     238.833487","     233.851286","     233.270198","     237.940564","     234.055685","     230.477312","     227.446137","     214.065726","     216.057770","     202.299962","     198.326012","     189.921759","     200.151209","     197.215782","     191.372709","     187.591870","     186.971977","     177.708536","     176.948991","     173.922991","     176.012138","     175.080818","     171.136295","    7092.242700"
"TEHAMA","Total","     530.785045","     539.393235","     524.175105","     508.044878","     506.464392","     509.593967","     497.342281","     496.980306","     492.426088","     506.743749","     505.619410","     492.650776","     485.632347","     501.760286","     508.927034","     508.552058","     476.752639","     452.258764","     462.683561","     444.657652","     403.904689","     492.162913","     487.963951","     484.238028","     457.554990","     464.118562","     453.241319","     436.337209","     430.392864","     417.971760","     416.302683","     410.171236","     419.991809","   15725.795586"
"TRINITY","Non-Residential","     140.399194","     147.964089","     139.044118","     125.405784","     120.411967","     125.816034","     117.730556","     101.051829","     107.412887","     108.320334","     100.586127","     109.583381","      77.454181","      83.031267","       2.423341","       1.991885","      62.783185","      63.824159","       6.957762","      15.714568","      15.087174","       2.208223","       2.480198","       2.799628","       2.312930","       2.864903","       2.968178","       3.002780","       3.086261","       6.321745","       9.538606","      10.250799","      10.094531","    1830.922604"
"TRINITY","Residential","       9.243758","      10.663970","      10.570175","       9.505056","      10.056067","      11.459766","      10.827530","      10.098415","      10.268512","      11.062227","      11.338253","      11.472632","      11.181992","      10.583573","       9.961907","       9.410691","       8.548158","       8.258186","       8.393712","       7.839351","       7.947779","       7.554643","       7.868440","       7.574803","       7.393925","       7.337407","       7.248651","       7.045808","       7.025787","      17.383441","      25.816312","      26.623264","      26.298566","     363.862757"
"TRINITY","Total","     149.642952","     158.628059","     149.614292","     134.910840","     130.468034","     137.275801","     128.558085","     111.150244","     117.681399","     119.382561","     111.924380","     121.056013","      88.636173","      93.614840","      12.385247","      11.402576","      71.331344","      72.082345","      15.351474","      23.553919","      23.034953","       9.762866","      10.348639","      10.374431","       9.706855","      10.202311","      10.216828","      10.048588","      10.112048","      23.705185","      35.354918","      36.874063","      36.393096","    2194.785359"
"TULARE","Non-Residential","    3410.446900","    3410.544461","    3121.811880","    2887.990485","    3143.598509","    2929.918101","    3086.456100","    3197.123355","    3202.555194","    3047.267662","    2914.584268","    2536.218652","    2622.628097","    2735.451915","    2713.467593","    2610.677138","    2456.123237","    2264.404705","    2282.275797","    2240.334521","    2532.658766","    2372.988112","    2383.457810","    2308.351244","    1714.517731","    1853.446262","    1778.273719","    1650.016504","    1747.190856","    1611.596101","    1776.143753","    1721.519039","    1788.022809","   82052.061276"
"TULARE","Residential","    1547.249354","    1515.995445","    1483.017898","    1325.206156","    1259.537455","    1280.389753","    1219.549939","    1218.791097","    1223.413147","    1208.033889","    1182.933171","    1162.854160","    1139.757563","    1188.015432","    1161.982684","    1117.651228","    1191.764416","    1085.383239","    1046.741810","    1038.024243","     941.872575","     923.796737","     961.793645","     889.036948","     890.108631","     875.533090","     875.439751","     829.967205","     834.705547","     812.396109","     820.298247","     807.148766","     788.669980","   35847.059310"
"TULARE","Total","    4957.696254","    4926.539906","    4604.829778","    4213.196641","    4403.135964","    4210.307855","    4306.006039","    4415.914452","    4425.968342","    4255.301551","    4097.517440","    3699.072812","    3762.385660","    3923.467347","    3875.450276","    3728.328365","    3647.887653","    3349.787944","    3329.017608","    3278.358764","    3474.531341","    3296.784849","    3345.251455","    3197.388192","    2604.626362","    2728.979352","    2653.713470","    2479.983709","    2581.896404","    2423.992211","    2596.442000","    2528.667805","    2576.692790","  117899.120591"
"TUOLUMNE","Non-Residential","     223.432232","     255.674089","     233.374354","     240.801192","     244.681699","     243.388796","     238.125457","     235.019251","     233.877097","     240.628269","     233.339274","     224.874307","    1238.502362","    1192.262272","     496.131773","     632.949307","     880.830802","     261.285982","     222.674649","     205.366731","     218.972553","     217.069701","     247.168320","     229.161142","     222.044267","     189.580156","     164.130195","     212.190963","     239.120033","     268.216975","     253.808013","     248.558790","     247.077631","   10934.318634"
"TUOLUMNE","Residential","     226.391805","     227.530478","     224.499760","     209.949355","     207.799896","     216.624737","     209.039303","     206.429732","     206.181955","     219.941822","     220.522918","     220.683458","     223.044058","     224.534415","     224.816506","     223.205406","     219.319235","     213.715799","     217.992551","     207.069329","     208.126117","     200.323830","     207.414223","     206.826367","     203.618627","     191.286347","     189.765704","     186.285027","     185.058503","     187.026583","     181.083104","     186.355869","     184.325696","    6866.788515"
"TUOLUMNE","Total","     449.824037","     483.204566","     457.874114","     450.750547","     452.481595","     460.013533","     447.164761","     441.448984","     440.059053","     460.570091","     453.862191","     445.557765","    1461.546420","    1416.796687","     720.948279","     856.154713","    1100.150038","     475.001781","     440.667200","     412.436061","     427.098670","     417.393531","     454.582543","     435.987509","     425.662893","     380.866502","     353.895899","     398.475991","     424.178536","     455.243558","     434.891116","     434.914659","     431.403327","   17801.107150"
"VENTURA","Non-Residential","    3521.550941","    3412.225847","    3430.670290","    3595.609101","    3650.758875","    3678.668579","    3676.560015","    3774.932229","    3579.750430","    3494.308763","    3600.342941","    3666.992569","    3659.803691","    3730.516413","    4026.674728","    3855.799519","    3924.523736","    3864.026447","    3834.003220","    3647.503814","    3996.104183","    3631.516225","    4219.830308","    3851.578802","    3529.880207","    3386.577083","    3234.965900","    3169.761569","    3131.497167","    3088.869198","    3029.454746","    3062.385239","    3140.335462","  118097.978237"
"VENTURA","Residential","    2037.361938","    1946.532035","    2023.910136","    1858.919972","    1790.987492","    1826.597382","    1777.307990","    1816.564824","    1904.414967","    1900.922223","    1918.984730","    1801.014179","    1789.017628","    1855.272085","    1891.289491","    1840.986256","    1765.074400","    1785.660963","    1743.686983","    1692.319884","    1582.536630","    1533.142622","    1652.825591","    1519.146669","    1462.680976","    1481.608592","    1426.889935","    1385.918311","    1395.507016","    1351.133971","    1371.460201","    1348.884490","    1349.773045","   55828.333607"
"VENTURA","Total","    5558.912878","    5358.757881","    5454.580426","    5454.529073","    5441.746367","    5505.265961","    5453.868005","    5591.497053","    5484.165397","    5395.230985","    5519.327671","    5468.006747","    5448.821319","    5585.788499","    5917.964219","    5696.785775","    5689.598136","    5649.687410","    5577.690202","    5339.823698","    5578.640813","    5164.658848","    5872.655899","    5370.725471","    4992.561183","    4868.185675","    4661.855835","    4555.679880","    4527.004183","    4440.003169","    4400.914947","    4411.269730","    4490.108507","  173926.311842"
"YOLO","Non-Residential","    1206.202014","    1208.570273","    1177.628621","    1177.624157","    1176.056765","    1177.655538","    1166.856286","    1185.261076","    1226.640061","    1188.271591","    1156.454160","    1145.751133","    1102.207776","    1163.063306","    1110.596147","    1129.637166","    1200.306993","    1204.742584","    1052.049229","     946.492550","    1077.014872","     935.803159","    1013.242930","    1144.016091","     915.723854","     890.664900","     891.751584","     852.749983","     857.391257","     821.735389","     780.300994","     777.084849","     780.076006","   34839.623294"
"YOLO","Residential","     590.727914","     571.322335","     585.967146","     528.223992","     513.149019","     536.842837","     507.589788","     505.262945","     507.063399","     510.207219","     513.187648","     500.031237","     494.208617","     514.488136","     507.987377","     498.365685","     511.743671","     492.420607","     473.840875","     473.464032","     437.401476","     416.862449","     444.358607","     419.297392","     407.010551","     401.931353","     395.182263","     364.965623","     362.160463","     366.895768","     366.594257","     361.263298","     361.662528","   15441.680507"
"YOLO","Total","    1796.929928","    1779.892608","    1763.595767","    1705.848150","    1689.205784","    1714.498376","    1674.446074","    1690.524021","    1733.703460","    1698.478810","    1669.641808","    1645.782370","    1596.416393","    1677.551442","    1618.583524","    1628.002851","    1712.050664","    1697.163191","    1525.890104","    1419.956582","    1514.416348","    1352.665608","    1457.601537","    1563.313483","    1322.734405","    1292.596253","    1286.933847","    1217.715606","    1219.551720","    1188.631157","    1146.895251","    1138.348147","    1141.738534","   50281.303803"
"YUBA","Non-Residential","     313.996408","     316.678932","     315.350738","     287.187893","     284.894426","     276.748551","     267.475360","     268.799767","     273.736879","     276.769137","     265.942074","     262.477167","     261.488111","     307.009550","     263.236381","     276.506093","     339.464175","     334.822025","     290.965118","     206.742143","     457.177985","     348.966719","     350.347205","     462.152821","     294.566622","     291.679399","     306.485791","     284.006126","     303.530840","     289.966296","     322.863967","     323.934790","     310.463080","   10036.432569"
